best_epoch,best_key,best_metric,experiment_kind,experiment_label,mode,primary_metric,run_dir,seed,status,task,train.acc1,train.loss,train_subset_fraction,train_subset_percent,train_subset_size,val.acc1,val.acc3,val.loss,val.mod_acc,val.pca,val.sig_acc
44,pca,81.83779907226562,train_subset_study,1% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/ft2/s0,0,ok,radcom,84.3994140625,0.2935503423213959,0.01,1.0,,81.97883598960055,99.71957675187045,0.3682118868743722,82.03880070546737,81.83779907226562,91.92063492063492
44,pca,82.3048095703125,train_subset_study,1% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/ft2/s1,1,ok,radcom,83.3984375,0.31393639743328094,0.01,1.0,,82.3395061782218,99.75220459899364,0.3599008517500795,82.47354497354497,82.3048095703125,92.57407407407408
45,pca,82.50345611572266,train_subset_study,1% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/ft2/s2,2,ok,radcom,83.1787109375,0.320120170712471,0.01,1.0,,82.5432099115281,99.80687833917204,0.354215440146717,82.53615520282187,82.50345611572266,92.5352733686067
43,pca,82.30399322509766,train_subset_study,1% subset,lora,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/lora/s0,0,ok,radcom,84.3505859375,0.3041115552186966,0.01,1.0,,82.4100529396555,99.74603176217862,0.3636016862711999,82.62081128747795,82.30399322509766,92.22045855379189
44,pca,81.96219635009766,train_subset_study,1% subset,lora,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/lora/s1,1,ok,radcom,83.642578125,0.3182995319366455,0.01,1.0,,82.19664904612922,99.58201063045118,0.359398146337933,82.16666666666667,81.96219635009766,92.0978835978836
46,pca,81.46989440917969,train_subset_study,1% subset,lora,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/lora/s2,2,ok,radcom,83.69140625,0.3314943015575409,0.01,1.0,,81.42239862405013,99.65873017218588,0.3785215110080793,81.56613756613757,81.46989440917969,91.57407407407408
42,pca,79.94599151611328,train_subset_study,1% subset,lp,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/lp/s0,0,ok,radcom,83.2275390625,0.39211831986904144,0.01,1.0,,79.98412700027384,98.99470903776731,0.45110985114250657,80.37830687830687,79.94599151611328,89.3862433862434
42,pca,80.16631317138672,train_subset_study,1% subset,lp,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/lp/s1,1,ok,radcom,81.884765625,0.3984726667404175,0.01,1.0,,80.22222223567795,99.19223988850912,0.4408891337090279,80.6931216931217,80.16631317138672,89.50970017636685
49,pca,80.41039276123047,train_subset_study,1% subset,lp,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/radcom/lp/s2,2,ok,radcom,82.0068359375,0.40547601878643036,0.01,1.0,,80.36507940813767,99.18606703285607,0.43986468018888375,80.71164021164022,80.41039276123047,89.33509700176367
29,pca,33.03017807006836,train_subset_study,1% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_1pct_20260424_ngwn06/local_results/by_task/rml/ft2/s0,0,ok,rml,66.015625,1.0018398761749268,0.01,1.0,,33.03896104556657,59.12662338322891,2.115218959123025,,33.03017807006836,
