best_epoch,best_key,best_metric,experiment_kind,experiment_label,mode,primary_metric,run_dir,seed,status,task,train.acc1,train.loss,train_subset_fraction,train_subset_percent,train_subset_size,val.acc1,val.acc3,val.loss,val.mod_acc,val.pca,val.sig_acc
48,pca,93.76778411865234,train_subset_study,50% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/ft2/s0,0,ok,radcom,95.12517755681819,0.10828507190400904,0.5,50.0,,93.7848324622637,99.88095239709925,0.18176393204054925,93.79188712522046,93.76778411865234,96.72751322751323
47,pca,93.82266998291016,train_subset_study,50% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/ft2/s1,1,ok,radcom,95.12473366477273,0.10783676823431795,0.5,50.0,,93.84126984396099,99.8924162768813,0.17731497870971707,93.84303350970018,93.82266998291016,96.74603174603175
49,pca,93.76544952392578,train_subset_study,50% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/ft2/s2,2,ok,radcom,95.04438920454545,0.10952744822610508,0.5,50.0,,93.74691360177607,99.88624341853712,0.1743559339395486,93.74955908289242,93.76544952392578,96.59171075837743
48,pca,93.54312896728516,train_subset_study,50% subset,lora,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/lora/s0,0,ok,radcom,94.90767045454545,0.11465966640548272,0.5,50.0,,93.56613761457817,99.96119934566437,0.1591761939077781,93.56701940035273,93.54312896728516,96.61022927689595
48,pca,93.94686126708984,train_subset_study,50% subset,lora,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/lora/s1,1,ok,radcom,95.42036576704545,0.10390076793052934,0.5,50.0,,93.96649033211736,99.97089952203122,0.15059149160061353,93.97442680776014,93.94686126708984,96.84656084656085
49,pca,93.57588195800781,train_subset_study,50% subset,lora,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/lora/s2,2,ok,radcom,95.29829545454545,0.10596099048852921,0.5,50.0,,93.55908291394537,99.96031747646433,0.16848553791563348,93.56701940035273,93.57588195800781,96.55291005291005
47,pca,89.31949615478516,train_subset_study,50% subset,lp,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/lp/s0,0,ok,radcom,89.60582386363636,0.24171476756984536,0.5,50.0,,89.36860672346918,99.95590830538849,0.24716834442850985,89.39858906525573,89.31949615478516,94.27777777777777
46,pca,89.12129211425781,train_subset_study,50% subset,lp,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/lp/s1,1,ok,radcom,89.32084517045455,0.24598389647223734,0.5,50.0,,89.16931222044391,99.9576720088037,0.2530298772312346,89.19047619047619,89.12129211425781,94.15079365079364
41,pca,89.2000503540039,train_subset_study,50% subset,lp,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/radcom/lp/s2,2,ok,radcom,89.18678977272727,0.24979499361731788,0.5,50.0,,89.17548503842093,99.95590832153536,0.25550767359069204,89.19929453262786,89.2000503540039,94.0246913580247
6,pca,51.457244873046875,train_subset_study,50% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/rml/ft2/s0,0,ok,rml,56.681857638888886,1.105993852350447,0.5,50.0,,51.555194808497575,74.94372295032848,1.304872859236482,,51.457244873046875,
7,pca,51.22138214111328,train_subset_study,50% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/rml/ft2/s1,1,ok,rml,58.56065538194444,1.0539427505599128,0.5,50.0,,51.385281388584154,74.85606061266614,1.323081949262908,,51.22138214111328,
7,pca,51.544551849365234,train_subset_study,50% subset,ft2,pca,/local/data0/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/modulation_subset_50pct_20260424_ngwn06/local_results/by_task/rml/ft2/s2,2,ok,rml,58.31922743055556,1.0610584841834174,0.5,50.0,,51.62229437889991,74.60822512804172,1.3083421907590065,,51.544551849365234,
