best_metric.mean,best_metric.std,mode,n_seeds,primary_metric,session_name,session_root,task,task_name,val.acc1.mean,val.acc1.std,val.acc3.mean,val.acc3.std,val.det_acc.mean,val.det_acc.std,val.f1_macro.mean,val.f1_macro.std,val.loss.mean,val.loss.std,val.mean_distance_error.mean,val.mean_distance_error.std,val.mean_error.mean,val.mean_error.std,val.median_distance_error.mean,val.median_distance_error.std,val.median_error.mean,val.median_error.std,val.mod_acc.mean,val.mod_acc.std,val.p75_distance_error.mean,val.p75_distance_error.std,val.p75_error.mean,val.p75_error.std,val.p90_distance_error.mean,val.p90_distance_error.std,val.p90_error.mean,val.p90_error.std,val.pca.mean,val.pca.std,val.sig_acc.mean,val.sig_acc.std,val.stdev_distance_error.mean,val.stdev_distance_error.std,val.stdev_error.mean,val.stdev_error.std
0.8242369691530863,0.006119515123179912,ft2,3,mean_error,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,uwb-indoor,UWB Indoor Positioning,,,,,,,,,0.03672478090390122,0.0012170166772415734,0.8242369691530863,0.006119515123179912,0.8242369691530863,0.006119515123179912,0.5982110301653544,0.005684032969924138,0.5982110301653544,0.005684032969924138,,,1.0650835037231445,0.005815810039779133,1.0650835037231445,0.005815810039779133,1.7141329050064087,0.016794125125760246,1.7141329050064087,0.016794125125760246,,,,,0.7790446082750956,0.02214372215457347,0.7790446082750956,0.02214372215457347
0.6455229123433431,0.0158127794624597,lora,3,mean_error,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,uwb-indoor,UWB Indoor Positioning,,,,,,,,,0.021504418775124892,0.0016451100282502986,0.6455229123433431,0.0158127794624597,0.6455229123433431,0.0158127794624597,0.49746764699618023,0.009265490722790691,0.49746764699618023,0.009265490722790691,,,0.8366831541061401,0.008235100980251354,0.8366831541061401,0.008235100980251354,1.3032692670822144,0.047048543614743504,1.3032692670822144,0.047048543614743504,,,,,0.5704154372215271,0.044519063152986295,0.5704154372215271,0.044519063152986295
2.7112866242726645,0.009504731896924405,lp,3,mean_error,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,uwb-industrial,UWB Industrial Localization,,,,,,,,,0.07414204693897648,0.0004999925888011781,2.7112866242726645,0.009504731896924405,2.7112866242726645,0.009504731896924405,2.5073129336039224,0.003618070395602508,2.5073129336039224,0.003618070395602508,,,3.5670509338378906,0.007884158129923775,3.5670509338378906,0.007884158129923775,4.690561294555664,0.03219261194210299,4.690561294555664,0.03219261194210299,,,,,1.4796859820683796,0.005767101936532251,1.4796859820683796,0.005767101936532251
0.8766971031824747,0.0104536917111078,ft2,3,mean_error,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,uwb-industrial,UWB Industrial Localization,,,,,,,,,0.010082717792913354,0.00028570892182986187,0.8766971031824747,0.0104536917111078,0.8766971031824747,0.0104536917111078,0.7264307538668314,0.007838682455988932,0.7264307538668314,0.007838682455988932,,,1.128279487291972,0.016638179578338606,1.128279487291972,0.016638179578338606,1.6285154819488525,0.02553025369803136,1.6285154819488525,0.02553025369803136,,,,,0.6713333129882812,0.012611089517784358,0.6713333129882812,0.012611089517784358
0.7386323014895121,0.006567795668498269,lora,3,mean_error,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,uwb-industrial,UWB Industrial Localization,,,,,,,,,0.0069053597985158435,0.00024027269277732488,0.7386323014895121,0.006567795668498269,0.7386323014895121,0.006567795668498269,0.6268417437871298,0.0033395671716677845,0.6268417437871298,0.0033395671716677845,,,0.9481815894444784,0.009853056796605746,0.9481815894444784,0.009853056796605746,1.3302599986394246,0.01879972877911996,1.3302599986394246,0.01879972877911996,,,,,0.5409128864606222,0.018007204699972475,0.5409128864606222,0.018007204699972475
50.39349492390951,0.09615831328965015,lp,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,rml,Modulation Classification,50.475829731334336,0.1062787961751494,74.33946610047532,0.014393897939585695,,,,,1.3150508635040659,0.0009451491162238893,,,,,,,,,,,,,,,,,,,50.39349492390951,0.09615831328965015,,,,,,
55.14077504475912,0.16629297316289393,ft2,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,rml,Modulation Classification,55.23629149289703,0.16188328167948174,77.49025976007636,0.07348689394811414,,,,,1.1751910961792411,0.008863789796970027,,,,,,,,,,,,,,,,,,,55.14077504475912,0.16629297316289393,,,,,,
56.419665018717446,0.08423923585075895,lora,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,rml,Modulation Classification,56.50144300584669,0.05343247343028194,78.21717173038279,0.02944483453032394,,,,,1.1335342054793671,0.009446169627149401,,,,,,,,,,,,,,,,,,,56.419665018717446,0.08423923585075895,,,,,,
98.97992706298828,0.015943267285599243,lp,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,rfp,RF Fingerprinting,98.96183391442497,0.014777302958569424,99.99601073590752,0.000597058378376977,,,,,0.3766369384517562,0.0001406410834629211,,,,,,,,,,,,,,,,,,,98.97992706298828,0.015943267285599243,,,,,,
99.69630686442058,0.015370310255545812,ft2,3,pca,20260403_004122-ngwn06,/home/maheenfs/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,rfp,RF Fingerprinting,99.69091181811508,0.015733689947940336,99.98500036701229,0.000597058378376977,,,,,0.35579142432686695,0.0003454852697535594,,,,,,,,,,,,,,,,,,,99.69630686442058,0.015370310255545812,,,,,,
