best_checkpoint_path,best_entry_source,best_epoch,best_key,best_metric,initial_launch_host,latest_checkpoint_path,launch_history,launch_host,log_path,metadata_path,mode,primary_metric,resume_checkpoint,run_dir,run_origin,seed,session_name,session_root,status,task,task_name,train.acc1,train.loss,val.acc1,val.acc3,val.det_acc,val.f1_macro,val.loss,val.mean_distance_error,val.mean_error,val.median_distance_error,val.median_error,val.mod_acc,val.p75_distance_error,val.p75_error,val.p90_distance_error,val.p90_error,val.pca,val.per_class_acc,val.sig_acc,val.stdev_distance_error,val.stdev_error
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s0/best.pth,log,47,pca,93.97075653076172,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s0/metadata.json,lora,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,radcom,RADCOM Signal Classification,94.81560202205883,0.11718957132883201,93.9876543721194,99.98589070368907,,,0.14188926215735273,,,,,93.994708994709,,,,,93.97075653076172,,96.84832451499118,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s1/best.pth,log,48,pca,93.7310562133789,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s1/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s1/metadata.json,lora,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,radcom,RADCOM Signal Classification,94.25927071549773,0.12992196607643663,93.74867726751526,99.9876543721194,,,0.1473147335443547,,,,,93.75749559082892,,,,,93.7310562133789,,96.668430335097,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s2/best.pth,log,48,pca,94.49456024169922,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s2/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s2/metadata.json,lora,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lora/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,radcom,RADCOM Signal Classification,95.13176965497738,0.11047947639388736,94.4735449870007,99.98853620633457,,,0.12894641924577205,,,,,94.48059964726632,,,,,94.49456024169922,,97.1305114638448,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s0/best.pth,log,47,mean_distance_error,1.436172366142273,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s0/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.07966676688924128,,,,,0.08277357833672173,1.436172366142273,1.436172366142273,1.256259560585022,1.256259560585022,,1.8929802179336548,1.8929802179336548,2.65956711769104,2.65956711769104,,,,0.9424851536750793,0.9424851536750793
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s1/best.pth,log,49,mean_distance_error,1.4660922288894653,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s1/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s1/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.07878391961662137,,,,,0.08757394044836865,1.4660922288894653,1.4660922288894653,1.2627110481262207,1.2627110481262207,,1.9442392587661743,1.9442392587661743,2.7125093936920166,2.7125093936920166,,,,0.9701440930366516,0.9701440930366516
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s2/best.pth,log,49,mean_distance_error,1.4209723472595215,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s2/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s2/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lp/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.07868867261069161,,,,,0.08389646327948269,1.4209723472595215,1.4209723472595215,1.2300175428390503,1.2300175428390503,,1.8753933906555176,1.8753933906555176,2.6519436836242676,2.6519436836242676,,,,0.9320400953292847,0.9320400953292847
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s0/best.pth,log,27,mean_distance_error,0.8298760056495667,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s0/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.002775911507861955,,,,,0.03753362115048155,0.8298760056495667,0.8298760056495667,0.5919789671897888,0.5919789671897888,,1.0576318502426147,1.0576318502426147,1.7335360050201416,1.7335360050201416,,,,0.8066027164459229,0.8066027164459229
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s1/best.pth,log,25,mean_distance_error,0.8271028399467468,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s1/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s1/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.003308157027908126,,,,,0.03763604595597032,0.8271028399467468,0.8271028399467468,0.605724036693573,0.605724036693573,,1.071824312210083,1.071824312210083,1.716293215751648,1.716293215751648,,,,0.7781469225883484,0.7781469225883484
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s2/best.pth,log,24,mean_distance_error,0.8157320618629456,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s2/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s2/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/ft2/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.0036507410006787703,,,,,0.03500467560525182,0.8157320618629456,0.8157320618629456,0.5969300866127014,0.5969300866127014,,1.0657943487167358,1.0657943487167358,1.6925694942474365,1.6925694942474365,,,,0.7523841857910156,0.7523841857910156
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s0/best.pth,log,32,mean_distance_error,0.6245537400245667,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s0/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.003549233777448535,,,,,0.019299877317080015,0.6245537400245667,0.6245537400245667,0.48455336689949036,0.48455336689949036,,0.8251445889472961,0.8251445889472961,1.2454211711883545,1.2454211711883545,,,,0.5077365636825562,0.5077365636825562
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s1/best.pth,log,24,mean_distance_error,0.6627370119094849,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s1/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s1/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.005200264490760711,,,,,0.023250566998237295,0.6627370119094849,0.6627370119094849,0.5058457255363464,0.5058457255363464,,0.8438204526901245,0.8438204526901245,1.3606634140014648,1.3606634140014648,,,,0.6068968176841736,0.6068968176841736
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s2/best.pth,log,27,mean_distance_error,0.6492779850959778,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s2/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s2/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-indoor/lora/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-indoor,UWB Indoor Positioning,,0.0041283606076423,,,,,0.021962812010057366,0.6492779850959778,0.6492779850959778,0.5020038485527039,0.5020038485527039,,0.8410844206809998,0.8410844206809998,1.3037232160568237,1.3037232160568237,,,,0.5966129302978516,0.5966129302978516
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s0/best.pth,log,49,mean_distance_error,2.7246246337890625,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s0/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.07004444433316108,,,,,0.07484909682222343,2.7246246337890625,2.7246246337890625,2.5123419761657715,2.5123419761657715,,3.5614748001098633,3.5614748001098633,4.732393741607666,4.732393741607666,,,,1.4875677824020386,1.4875677824020386
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s1/best.pth,log,46,mean_distance_error,2.7060608863830566,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s1/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s1/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.07103639829062647,,,,,0.07379553842340247,2.7060608863830566,2.7060608863830566,2.503981590270996,2.503981590270996,,3.5614771842956543,3.5614771842956543,4.685204029083252,4.685204029083252,,,,1.4739292860031128,1.4739292860031128
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s2/best.pth,log,46,mean_distance_error,2.703174352645874,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s2/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s2/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lp/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.07090181761210965,,,,,0.07378150557130353,2.703174352645874,2.703174352645874,2.505615234375,2.505615234375,,3.5782008171081543,3.5782008171081543,4.654086112976074,4.654086112976074,,,,1.4775608777999878,1.4775608777999878
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s0/best.pth,log,24,mean_distance_error,0.8619226217269897,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s0/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.001874789728918263,,,,,0.009710226541082478,0.8619226217269897,0.8619226217269897,0.7158787846565247,0.7158787846565247,,1.1056874990463257,1.1056874990463257,1.5979019403457642,1.5979019403457642,,,,0.6689339280128479,0.6689339280128479
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s1/best.pth,log,27,mean_distance_error,0.8845376968383789,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s1/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s1/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.0014685891087978117,,,,,0.010133382880026673,0.8845376968383789,0.8845376968383789,0.7346494197845459,0.7346494197845459,,1.1452715396881104,1.1452715396881104,1.660399317741394,1.660399317741394,,,,0.6572280526161194,0.6572280526161194
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s2/best.pth,log,21,mean_distance_error,0.8836309909820557,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s2/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s2/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/ft2/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.0022668353950364454,,,,,0.010404543957630913,0.8836309909820557,0.8836309909820557,0.7287640571594238,0.7287640571594238,,1.1338794231414795,1.1338794231414795,1.6272451877593994,1.6272451877593994,,,,0.6878379583358765,0.6878379583358765
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s0/best.pth,log,49,mean_distance_error,0.7293519973754883,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s0/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.0022226764460004144,,,,,0.0065939128905501436,0.7293519973754883,0.7293519973754883,0.6256958842277527,0.6256958842277527,,0.9342589378356934,0.9342589378356934,1.3038618564605713,1.3038618564605713,,,,0.5213685035705566,0.5213685035705566
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s1/best.pth,log,49,mean_distance_error,0.7436054348945618,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s1/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s1/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.002250917631411745,,,,,0.006943409687155183,0.7436054348945618,0.7436054348945618,0.6313825845718384,0.6313825845718384,,0.9556367993354797,0.9556367993354797,1.3461973667144775,1.3461973667144775,,,,0.5365464091300964,0.5365464091300964
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s2/best.pth,log,43,mean_distance_error,0.7429394721984863,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s2/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s2/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/uwb-industrial/lora/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,uwb-industrial,UWB Industrial Localization,,0.002230171606154932,,,,,0.007178756817842205,0.7429394721984863,0.7429394721984863,0.6234467625617981,0.6234467625617981,,0.954649031162262,0.954649031162262,1.340720772743225,1.340720772743225,,,,0.5648237466812134,0.5648237466812134
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/rml/lp/s0/best.pth,log,42,pca,50.5285530090332,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/rml/lp/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/rml/lp/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/rml/lp/s0/metadata.json,lp,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/rml/lp/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,rml,Modulation Classification,51.294216579861114,1.2933649864461687,50.62229437889991,74.34740260400814,,,1.314106799389893,,,,,,,,,,50.5285530090332,,,,
